asset,facility,state
160663,Scripps Mercy Hospital San Diego Campus,In Service
161556,Scripps Memorial Hospital La Jolla Campus,In Service
160800,Scripps Mercy Hospital San Diego Campus,In Service
160880,Scripps Mercy Hospital San Diego Campus,In Service
160299,Scripps Memorial Hospital La Jolla Campus,In Service
160080,Scripps Green Hospital Campus,In Service
157618,Scripps Green Hospital Campus,In Service
160395,Scripps Memorial Hospital La Jolla Campus,In Service
172004,Scripps Mercy Hospital San Diego Campus,In Service
160493,Scripps Memorial Hospital La Jolla Campus,In Service
156364,Scripps Memorial Hospital Encinitas Campus,In Service
161391,Scripps Memorial Hospital La Jolla Campus,In Service
162343,Scripps Mercy Hospital Chula Vista Campus,In Service
161487,Scripps Memorial Hospital La Jolla Campus,In Service
161576,Scripps Memorial Hospital La Jolla Campus,In Service
158643,Scripps Memorial Hospital Encinitas Campus,In Service
158723,Scripps Memorial Hospital Encinitas Campus,In Service
157694,Scripps Green Hospital Campus,In Service
158873,Scripps Memorial Hospital Encinitas Campus,In Service
159887,Scripps Green Hospital Campus,In Service
159999,Scripps Green Hospital Campus,In Service
161415,Scripps Memorial Hospital La Jolla Campus,In Service
162693,Scripps Clinics and Coastal Medical Centers,In Service
160762,Scripps Mercy Hospital San Diego Campus,In Service
158593,Scripps Memorial Hospital Encinitas Campus,In Service
161600,Scripps Memorial Hospital La Jolla Campus,In Service
158738,Scripps Memorial Hospital Encinitas Campus,In Service
172454,Scripps Memorial Hospital Encinitas Campus,In Service
161959,Scripps Mercy Hospital San Diego Campus,In Service
159920,Scripps Green Hospital Campus,In Service
159301,Scripps Mercy Hospital San Diego Campus,In Service
171998,Scripps Mercy Hospital Chula Vista Campus,In Service
159521,Scripps Mercy Hospital San Diego Campus,In Service
166985,Scripps Clinics and Coastal Medical Centers,In Service
162711,Scripps Clinics and Coastal Medical Centers,In Service
162714,Scripps Green Hospital Campus,In Service
161627,Scripps Memorial Hospital La Jolla Campus,In Service
158685,Scripps Memorial Hospital Encinitas Campus,In Service
159966,Scripps Memorial Hospital Encinitas Campus,In Service
159723,Scripps Green Hospital Campus,In Service
160586,Scripps Mercy Hospital San Diego Campus,In Service
167040,Scripps Mercy Hospital San Diego Campus,In Service
161366,Scripps Memorial Hospital La Jolla Campus,In Service
158559,Scripps Memorial Hospital Encinitas Campus,In Service
162396,Scripps Mercy Hospital Chula Vista Campus,In Service
157651,Scripps Memorial Hospital La Jolla Campus,In Service
158777,Scripps Memorial Hospital Encinitas Campus,In Service
157667,Scripps Green Hospital Campus,In Service
174094A,Scripps Memorial Hospital La Jolla Campus,Retired
162332,Scripps Memorial Hospital Encinitas Campus,In Service
159904,Scripps Memorial Hospital La Jolla Campus,In Service
169041,Scripps Mercy Hospital San Diego Campus,In Service
160194,Scripps Memorial Hospital La Jolla Campus,In Service
159972,Scripps Clinics and Coastal Medical Centers,In Service
160296,Scripps Memorial Hospital La Jolla Campus,In Service
160076,Scripps Clinics and Coastal Medical Centers,In Service
159414,Scripps Mercy Hospital San Diego Campus,In Service
160391,Scripps Memorial Hospital La Jolla Campus,In Service
159483,Scripps Mercy Hospital San Diego Campus,In Service
177036,Scripps Mercy Hospital San Diego Campus,In Service
166999,Scripps Green Hospital Campus,In Service
161939,Scripps Green Hospital Campus,In Service
162278,Scripps Mercy Hospital Chula Vista Campus,In Service
161387,Scripps Memorial Hospital La Jolla Campus,In Service
162070,Scripps Memorial Hospital La Jolla Campus,In Service
161484,Scripps Memorial Hospital La Jolla Campus,In Service
166917,Scripps Mercy Hospital Chula Vista Campus,In Service
157580,Scripps Green Hospital Campus,In Service
158799,Scripps Memorial Hospital Encinitas Campus,In Service
160119,Scripps Memorial Hospital La Jolla Campus,In Service
160224,Scripps Memorial Hospital La Jolla Campus,In Service
160325,Scripps Memorial Hospital La Jolla Campus,In Service
160871,Scripps Memorial Hospital La Jolla Campus,In Service
162155,Scripps Mercy Hospital Chula Vista Campus,In Service
162223,Scripps Mercy Hospital Chula Vista Campus,In Service
172449,Scripps Memorial Hospital La Jolla Campus,In Service
161413,Scripps Memorial Hospital La Jolla Campus,In Service
161598,Scripps Memorial Hospital La Jolla Campus,In Service
157599,Scripps Green Hospital Campus,In Service
159380,Scripps Mercy Hospital San Diego Campus,In Service
160350,Scripps Memorial Hospital La Jolla Campus,In Service
160445,Scripps Memorial Hospital La Jolla Campus,In Service
177030,Scripps Mercy Hospital San Diego Campus,In Service
177031,Scripps Mercy Hospital San Diego Campus,In Service
160021,Scripps Clinics and Coastal Medical Centers,In Service
160570,Scripps Mercy Hospital San Diego Campus,In Service
160640,Scripps Mercy Hospital San Diego Campus,In Service
162311,Scripps Mercy Hospital Chula Vista Campus,In Service
161440,Scripps Memorial Hospital La Jolla Campus,In Service
162712,Scripps Green Hospital Campus,In Service
160716,Scripps Mercy Hospital San Diego Campus,In Service
158607,Scripps Memorial Hospital Encinitas Campus,In Service
158610,Scripps Memorial Hospital Encinitas Campus,In Service
160858,Scripps Mercy Hospital San Diego Campus,In Service
162077,Scripps Mercy Hospital San Diego Campus,In Service
159719,Scripps Green Hospital Campus,In Service
159824,Scripps Green Hospital Campus,In Service
160172,Scripps Memorial Hospital La Jolla Campus,In Service
159318,Scripps Mercy Hospital San Diego Campus,In Service
160471,Scripps Memorial Hospital La Jolla Campus,In Service
162121,Scripps Mercy Hospital Chula Vista Campus,In Service
162190,Scripps Mercy Hospital Chula Vista Campus,In Service
162262,Scripps Mercy Hospital Chula Vista Campus,In Service
162039,Scripps Clinics and Coastal Medical Centers,In Service
158555,Scripps Memorial Hospital Encinitas Campus,In Service
158626,Scripps Memorial Hospital Encinitas Campus,In Service
168548 ,Scripps Memorial Hospital La Jolla Campus,In Service
158852,Scripps Memorial Hospital Encinitas Campus,In Service
162297,Scripps Memorial Hospital Encinitas Campus,In Service
159752,Scripps Green Hospital Campus,In Service
159859,Scripps Green Hospital Campus,In Service
167052,Scripps Memorial Hospital La Jolla Campus,In Service
159412,Scripps Mercy Hospital San Diego Campus,In Service
159562,Scripps Mercy Hospital San Diego Campus,In Service
159819,Scripps Clinics and Coastal Medical Centers,In Service
160532,Scripps Mercy Hospital San Diego Campus,In Service
158500,Scripps Memorial Hospital Encinitas Campus,In Service
154877,Scripps Memorial Hospital La Jolla Campus,In Service
158719,Scripps Memorial Hospital Encinitas Campus,In Service
160221,Scripps Memorial Hospital La Jolla Campus,In Service
159359,Scripps Mercy Hospital San Diego Campus,In Service
162009,Scripps Green Hospital Campus,In Service
159427,Scripps Mercy Hospital San Diego Campus,In Service
159430,Scripps Mercy Hospital San Diego Campus,In Service
159503,Scripps Mercy Hospital San Diego Campus,In Service
160853,Scripps Memorial Hospital La Jolla Campus,In Service
159581,Scripps Mercy Hospital San Diego Campus,In Service
156386,Scripps Memorial Hospital Encinitas Campus,In Service
159873,Scripps Green Hospital Campus,In Service
161311,Scripps Memorial Hospital La Jolla Campus,In Service
158518,Scripps Memorial Hospital Encinitas Campus,In Service
160700,Scripps Mercy Hospital San Diego Campus,In Service
158662,Scripps Memorial Hospital Encinitas Campus,In Service
158816,Scripps Memorial Hospital Encinitas Campus,In Service
160248,Scripps Memorial Hospital La Jolla Campus,In Service
123993,Scripps Green Hospital Campus,In Service
160023,Scripps Green Hospital Campus,In Service
160346,Scripps Memorial Hospital La Jolla Campus,In Service
162105,Scripps Mercy Hospital Chula Vista Campus,In Service
162174,Scripps Mercy Hospital Chula Vista Campus,In Service
173569,Scripps Mercy Hospital San Diego Campus,In Service
162245,Scripps Mercy Hospital Chula Vista Campus,In Service
161338,Scripps Memorial Hospital La Jolla Campus,In Service
162006,Scripps Clinics and Coastal Medical Centers,In Service
161436,Scripps Memorial Hospital La Jolla Campus,In Service
158539,Scripps Memorial Hospital Encinitas Campus,In Service
160718,Scripps Mercy Hospital San Diego Campus,In Service
160782,Scripps Mercy Hospital San Diego Campus,In Service
161622,Scripps Memorial Hospital La Jolla Campus,In Service
158758,Scripps Memorial Hospital Encinitas Campus,Retired
159416,Scripps Memorial Hospital La Jolla Campus,In Service
159816,Scripps Green Hospital Campus,In Service
159946,Scripps Green Hospital Campus,In Service
160274,Scripps Memorial Hospital La Jolla Campus,In Service
160051,Scripps Green Hospital Campus,In Service
159397,Scripps Mercy Hospital San Diego Campus,In Service
159462,Scripps Mercy Hospital San Diego Campus,In Service
159465,Scripps Mercy Hospital San Diego Campus,In Service
159543,Scripps Mercy Hospital San Diego Campus,In Service
177032,Scripps Mercy Hospital San Diego Campus,In Service
162188,Scripps Mercy Hospital Chula Vista Campus,In Service
162325,Scripps Mercy Hospital Chula Vista Campus,In Service
161462,Scripps Memorial Hospital La Jolla Campus,In Service
161558,Scripps Memorial Hospital La Jolla Campus,In Service
158854,Scripps Memorial Hospital Encinitas Campus,In Service
159748,Scripps Green Hospital Campus,In Service
159336,Scripps Mercy Hospital San Diego Campus,In Service
162139,Scripps Mercy Hospital Chula Vista Campus,In Service
160680,Scripps Mercy Hospital San Diego Campus,In Service
161580,Scripps Memorial Hospital La Jolla Campus,In Service
166918,Scripps Mercy Hospital Chula Vista Campus,In Service
159772,Scripps Green Hospital Campus,In Service
159993,Scripps Green Hospital Campus,In Service
161983,Scripps Green Hospital Campus,In Service
161323,Scripps Memorial Hospital La Jolla Campus,In Service
160625,Scripps Mercy Hospital San Diego Campus,In Service
168546,Scripps Memorial Hospital La Jolla Campus,In Service
160766,Scripps Mercy Hospital San Diego Campus,In Service
161604,Scripps Mercy Hospital Chula Vista Campus,In Service
160842,Scripps Mercy Hospital San Diego Campus,In Service
161989,Scripps Mercy Hospital San Diego Campus,In Service
159801,Scripps Green Hospital Campus,In Service
159306,Scripps Mercy Hospital San Diego Campus,In Service
159385,Scripps Mercy Hospital San Diego Campus,In Service
160453,Scripps Memorial Hospital La Jolla Campus,In Service
159526,Scripps Mercy Hospital San Diego Campus,In Service
166998,Scripps Green Hospital Campus,In Service
160048,Scripps Green Hospital Campus,In Service
162013,Scripps Memorial Hospital La Jolla Campus,In Service
168550,Scripps Memorial Hospital La Jolla Campus,In Service
162381,Scripps Mercy Hospital Chula Vista Campus,In Service
161539,Scripps Memorial Hospital La Jolla Campus,In Service
161632,Scripps Memorial Hospital La Jolla Campus,In Service
158689,Scripps Memorial Hospital Encinitas Campus,In Service
158765,Scripps Memorial Hospital Encinitas Campus,Retired
161918,Scripps Memorial Hospital Encinitas Campus,In Service
172734,Scripps Memorial Hospital Encinitas Campus,In Service
167044,Scripps Mercy Hospital San Diego Campus,In Service
160666,Scripps Mercy Hospital San Diego Campus,In Service
160803,Scripps Mercy Hospital San Diego Campus,In Service
169059,Scripps Mercy Hospital San Diego Campus,In Service
173643,Scripps Memorial Hospital La Jolla Campus,In Service
158781,Scripps Memorial Hospital Encinitas Campus,In Service
157671,Scripps Green Hospital Campus,In Service
159341,Scripps Mercy Hospital San Diego Campus,In Service
160083,Scripps Green Hospital Campus,In Service
159419,Scripps Mercy Hospital San Diego Campus,In Service
162141,Scripps Mercy Hospital Chula Vista Campus,In Service
161948,Scripps Green Hospital Campus,In Service
161957,Scripps Memorial Hospital La Jolla Campus,In Service
160606,Scripps Mercy Hospital San Diego Campus,In Service
160609,Scripps Mercy Hospital San Diego Campus,In Service
158579,Scripps Memorial Hospital Encinitas Campus,In Service
160822,Scripps Mercy Hospital San Diego Campus,In Service
166922,Scripps Mercy Hospital Chula Vista Campus,In Service
157584,Scripps Green Hospital Campus,In Service
173600,Scripps Green Hospital Campus,In Service
160123,Scripps Memorial Hospital La Jolla Campus,In Service
160228,Scripps Memorial Hospital La Jolla Campus,In Service
160002,Scripps Green Hospital Campus,In Service
160423,Scripps Memorial Hospital La Jolla Campus,In Service
162159,Scripps Mercy Hospital Chula Vista Campus,In Service
161319,Scripps Memorial Hospital La Jolla Campus,In Service
162296,Scripps Mercy Hospital Chula Vista Campus,In Service
173056,Scripps Green Hospital Campus,In Service
159701,Scripps Green Hospital Campus,In Service
160152,Scripps Memorial Hospital La Jolla Campus,In Service
159924,Scripps Green Hospital Campus,In Service
159927,Scripps Clinics and Coastal Medical Centers,In Service
160253,Scripps Memorial Hospital La Jolla Campus,In Service
166971,Scripps Memorial Hospital La Jolla Campus,In Service
160354,Scripps Memorial Hospital La Jolla Campus,In Service
160449,Scripps Memorial Hospital La Jolla Campus,In Service
172020,Scripps Mercy Hospital San Diego Campus,In Service
167019,Scripps Memorial Hospital Encinitas Campus,In Service
160574,Scripps Mercy Hospital San Diego Campus,In Service
161342,Scripps Memorial Hospital La Jolla Campus,In Service
160644,Scripps Mercy Hospital San Diego Campus,In Service
160648,Scripps Mercy Hospital San Diego Campus,In Service
161443,Scripps Memorial Hospital La Jolla Campus,In Service
158838,Scripps Memorial Hospital Encinitas Campus,In Service
159726,Scripps Green Hospital Campus,In Service
159522,Scripps Memorial Hospital La Jolla Campus,In Service
159322,Scripps Mercy Hospital San Diego Campus,In Service
160282,Scripps Memorial Hospital La Jolla Campus,In Service
160475,Scripps Memorial Hospital La Jolla Campus,In Service
162194,Scripps Mercy Hospital Chula Vista Campus,In Service
162048,Scripps Memorial Hospital La Jolla Campus,In Service
161470,Scripps Memorial Hospital La Jolla Campus,In Service
158630,Scripps Memorial Hospital Encinitas Campus,In Service
157675,Scripps Clinics and Coastal Medical Centers,In Service
162690,Scripps Memorial Hospital Encinitas Campus,In Service
159863,Scripps Green Hospital Campus,In Service
159977,Scripps Green Hospital Campus,In Service
171868,Scripps Clinics and Coastal Medical Centers,In Service
160498,Scripps Memorial Hospital La Jolla Campus,In Service
159567,Scripps Mercy Hospital San Diego Campus,In Service
177042,Scripps Mercy Hospital San Diego Campus,In Service
160536,Scripps Mercy Hospital San Diego Campus,In Service
162211,Scripps Mercy Hospital Chula Vista Campus,In Service
158507,Scripps Memorial Hospital Encinitas Campus,In Service
154881,Scripps Memorial Hospital La Jolla Campus,In Service
158651,Scripps Memorial Hospital Encinitas Campus,In Service
158802,Scripps Memorial Hospital Encinitas Campus,In Service
159366,Scripps Mercy Hospital San Diego Campus,In Service
162034,Scripps Green Hospital Campus,In Service
159434,Scripps Mercy Hospital San Diego Campus,In Service
159508,Scripps Mercy Hospital San Diego Campus,In Service
162038,Scripps Mercy Hospital Chula Vista Campus,In Service
156390,Scripps Memorial Hospital Encinitas Campus,In Service
159891,Scripps Green Hospital Campus,In Service
160554,Scripps Mercy Hospital San Diego Campus,In Service
162229,Scripps Mercy Hospital Chula Vista Campus,In Service
161979,Scripps Memorial Hospital La Jolla Campus,In Service
171872,Scripps Mercy Hospital San Diego Campus,In Service
158524,Scripps Memorial Hospital Encinitas Campus,In Service
166948,Scripps Mercy Hospital Chula Vista Campus,In Service
157611,Scripps Mercy Hospital Chula Vista Campus,In Service
158820,Scripps Memorial Hospital Encinitas Campus,In Service
156631,Scripps Memorial Hospital Encinitas Campus,In Service
159928,Scripps Green Hospital Campus,In Service
160034,Scripps Green Hospital Campus,In Service
162109,Scripps Mercy Hospital Chula Vista Campus,In Service
160049,Scripps Clinics and Coastal Medical Centers,In Service
161348,Scripps Memorial Hospital La Jolla Campus,In Service
171989,Scripps Mercy Hospital San Diego Campus,In Service
160786,Scripps Mercy Hospital San Diego Campus,In Service
160867,Scripps Mercy Hospital San Diego Campus,In Service
158762,Scripps Memorial Hospital Encinitas Campus,In Service
159495,Scripps Memorial Hospital La Jolla Campus,In Service
160278,Scripps Memorial Hospital La Jolla Campus,In Service
160059,Scripps Green Hospital Campus,In Service
160376,Scripps Memorial Hospital La Jolla Campus,In Service
159469,Scripps Mercy Hospital San Diego Campus,In Service
159547,Scripps Mercy Hospital San Diego Campus,In Service
161922,Scripps Memorial Hospital La Jolla Campus,In Service
161925,Scripps Memorial Hospital La Jolla Campus,In Service
162268,Scripps Mercy Hospital Chula Vista Campus,In Service
161372,Scripps Memorial Hospital La Jolla Campus,In Service
162330,Scripps Mercy Hospital Chula Vista Campus,In Service
161466,Scripps Memorial Hospital La Jolla Campus,In Service
161560,Scripps Memorial Hospital La Jolla Campus,In Service
159755,Scripps Green Hospital Campus,In Service
160205,Scripps Memorial Hospital La Jolla Campus,In Service
159979,Scripps Green Hospital Campus,In Service
160305,Scripps Memorial Hospital La Jolla Campus,In Service
160402,Scripps Memorial Hospital La Jolla Campus,In Service
173644,Scripps Memorial Hospital La Jolla Campus,In Service
171997,Scripps Mercy Hospital San Diego Campus,In Service
159826,Scripps Clinics and Coastal Medical Centers,In Service
158503,Scripps Memorial Hospital Encinitas Campus,In Service
161493,Scripps Memorial Hospital La Jolla Campus,In Service
160749,Scripps Mercy Hospital San Diego Campus,In Service
161584,Scripps Memorial Hospital La Jolla Campus,In Service
158647,Scripps Memorial Hospital Encinitas Campus,In Service
159776,Scripps Green Hospital Campus,In Service
162365,Scripps Mercy Hospital Chula Vista Campus,In Service
161516,Scripps Memorial Hospital La Jolla Campus,In Service
158668,Scripps Memorial Hospital Encinitas Campus,In Service
158822,Scripps Memorial Hospital Encinitas Campus,In Service
159799,Scripps Green Hospital Campus,In Service
160028,Scripps Green Hospital Campus,In Service
159451,Scripps Mercy Hospital San Diego Campus,In Service
171969,Scripps Mercy Hospital Chula Vista Campus,In Service
162177,Scripps Mercy Hospital Chula Vista Campus,In Service
166965,Scripps Mercy Hospital San Diego Campus,In Service
162249,Scripps Mercy Hospital Chula Vista Campus,In Service
161346,Scripps Memorial Hospital La Jolla Campus,In Service
158542,Scripps Memorial Hospital Encinitas Campus,In Service
158545,Scripps Memorial Hospital Encinitas Campus,In Service
161541,Scripps Memorial Hospital La Jolla Campus,In Service
157645,Scripps Green Hospital Campus,In Service
161990,Scripps Memorial Hospital Encinitas Campus,In Service
160178,Scripps Memorial Hospital La Jolla Campus,In Service
173599,Scripps Green Hospital Campus,In Service
167007,Scripps Memorial Hospital La Jolla Campus,In Service
160055,Scripps Clinics and Coastal Medical Centers,In Service
160374,Scripps Memorial Hospital La Jolla Campus,In Service
172011,Scripps Memorial Hospital La Jolla Campus,In Service
162123,Scripps Mercy Hospital Chula Vista Campus,In Service
162264,Scripps Mercy Hospital Chula Vista Campus,In Service
161370,Scripps Memorial Hospital La Jolla Campus,In Service
160733,Scripps Mercy Hospital San Diego Campus,In Service
161564,Scripps Memorial Hospital La Jolla Campus,In Service
160808,Scripps Mercy Hospital San Diego Campus,In Service
160884,Scripps Mercy Hospital San Diego Campus,In Service
160887,Scripps Mercy Hospital San Diego Campus,In Service
159867,Scripps Green Hospital Campus,In Service
160201,Scripps Memorial Hospital La Jolla Campus,In Service
160302,Scripps Memorial Hospital La Jolla Campus,In Service
160497,Scripps Memorial Hospital La Jolla Campus,In Service
156368,Scripps Memorial Hospital Encinitas Campus,In Service
162282,Scripps Mercy Hospital Chula Vista Campus,In Service
161395,Scripps Memorial Hospital La Jolla Campus,Retired
162347,Scripps Mercy Hospital Chula Vista Campus,In Service
161491,Scripps Memorial Hospital La Jolla Campus,In Service
158727,Scripps Memorial Hospital Encinitas Campus,In Service
159894,Scripps Clinics and Coastal Medical Centers,In Service
160427,Scripps Memorial Hospital La Jolla Campus,In Service
154495,Scripps Mercy Hospital San Diego Campus,In Service
162164,Scripps Mercy Hospital Chula Vista Campus,In Service
161984,Scripps Clinics and Coastal Medical Centers,In Service
160773,Scripps Mercy Hospital San Diego Campus,In Service
158748,Scripps Memorial Hospital Encinitas Campus,In Service
158751,Scripps Memorial Hospital Encinitas Campus,In Service
157626,Scripps Green Hospital Campus,In Service
159707,Scripps Green Hospital Campus,In Service
159710,Scripps Green Hospital Campus,In Service
159804,Scripps Green Hospital Campus,In Service
159309,Scripps Mercy Hospital San Diego Campus,In Service
160257,Scripps Memorial Hospital La Jolla Campus,In Service
166975,Scripps Memorial Hospital La Jolla Campus,In Service
160358,Scripps Memorial Hospital La Jolla Campus,In Service
159533,Scripps Mercy Hospital San Diego Campus,In Service
162113,Scripps Mercy Hospital Chula Vista Campus,In Service
167031,Scripps Memorial Hospital Encinitas Campus,In Service
162254,Scripps Green Hospital Campus,In Service
161352,Scripps Memorial Hospital La Jolla Campus,In Service
158846,Scripps Memorial Hospital Encinitas Campus,In Service
159741,Scripps Green Hospital Campus,In Service
159564,Scripps Memorial Hospital La Jolla Campus,In Service
160184,Scripps Memorial Hospital La Jolla Campus,In Service
159326,Scripps Mercy Hospital San Diego Campus,In Service
160286,Scripps Memorial Hospital La Jolla Campus,In Service
160379,Scripps Memorial Hospital La Jolla Campus,In Service
160479,Scripps Memorial Hospital La Jolla Campus,In Service
159732,Scripps Green Hospital Campus,In Service
159736,Scripps Clinics and Coastal Medical Centers,In Service
161377,Scripps Memorial Hospital La Jolla Campus,In Service
162054,Scripps Memorial Hospital Encinitas Campus,In Service
161474,Scripps Memorial Hospital La Jolla Campus,In Service
158634,Scripps Memorial Hospital Encinitas Campus,In Service
161663,Scripps Memorial Hospital La Jolla Campus,In Service
158861,Scripps Memorial Hospital Encinitas Campus,In Service
162699,Scripps Memorial Hospital Encinitas Campus,In Service
159764,Scripps Green Hospital Campus,In Service
160107,Scripps Corporate and Business Services,In Service
171875,Scripps Green Hospital Campus,In Service
160313,Scripps Memorial Hospital La Jolla Campus,In Service
160090,Scripps Green Hospital Campus,In Service
157650,Scripps Clinics and Coastal Medical Centers,In Service
160409,Scripps Memorial Hospital La Jolla Campus,In Service
159493,Scripps Mercy Hospital San Diego Campus,In Service
160673,Scripps Memorial Hospital La Jolla Campus,In Service
156373,Scripps Memorial Hospital Encinitas Campus,In Service
156376,Scripps Memorial Hospital Encinitas Campus,In Service
160540,Scripps Mercy Hospital San Diego Campus,In Service
162215,Scripps Mercy Hospital Chula Vista Campus,In Service
168833,Scripps Mercy Hospital San Diego Campus,In Service
161501,Scripps Memorial Hospital La Jolla Campus,In Service
158582,Scripps Memorial Hospital Encinitas Campus,In Service
161590,Scripps Memorial Hospital La Jolla Campus,In Service
158655,Scripps Memorial Hospital Encinitas Campus,In Service
166929,Scripps Mercy Hospital Chula Vista Campus,In Service
158806,Scripps Memorial Hospital Encinitas Campus,In Service
168598,Scripps Memorial Hospital Encinitas Campus,In Service
160009,Scripps Green Hospital Campus,In Service
159371,Scripps Mercy Hospital San Diego Campus,In Service
159373,Scripps Mercy Hospital San Diego Campus,In Service
162053,Scripps Green Hospital Campus,In Service
159513,Scripps Mercy Hospital San Diego Campus,In Service
162075,Scripps Mercy Hospital Chula Vista Campus,In Service
166905,Scripps Green Hospital Campus,In Service
159930,Scripps Clinics and Coastal Medical Centers,In Service
162233,Scripps Mercy Hospital Chula Vista Campus,In Service
177213,Scripps Memorial Hospital Encinitas Campus,In Service
158531,Scripps Memorial Hospital Encinitas Campus,In Service
161521,Scripps Memorial Hospital La Jolla Campus,In Service
161614,Scripps Memorial Hospital La Jolla Campus,In Service
166952,Scripps Mercy Hospital Chula Vista Campus,In Service
166956,Scripps Mercy Hospital Chula Vista Campus,In Service
160159,Scripps Memorial Hospital La Jolla Campus,In Service
159935,Scripps Green Hospital Campus,In Service
160038,Scripps Clinics and Coastal Medical Centers,In Service
159387,Scripps Mercy Hospital San Diego Campus,In Service
160062,Scripps Green Hospital Campus,In Service
162317,Scripps Mercy Hospital Chula Vista Campus,In Service
161545,Scripps Memorial Hospital La Jolla Campus,In Service
160790,Scripps Mercy Hospital San Diego Campus,In Service
160793,Scripps Mercy Hospital San Diego Campus,In Service
158614,Scripps Memorial Hospital Encinitas Campus,In Service
160872,Scripps Mercy Hospital San Diego Campus,In Service
171867,Scripps Memorial Hospital Encinitas Campus,In Service
159839,Scripps Clinics and Coastal Medical Centers,In Service
160182,Scripps Memorial Hospital La Jolla Campus,In Service
173572,Scripps Mercy Hospital San Diego Campus,In Service
167021,Scripps Memorial Hospital La Jolla Campus,In Service
160065,Scripps Clinics and Coastal Medical Centers,In Service
166972,Scripps Memorial Hospital Encinitas Campus,In Service
162201,Scripps Mercy Hospital Chula Vista Campus,In Service
172461,Scripps Mercy Hospital Chula Vista Campus,In Service
161374,Scripps Memorial Hospital La Jolla Campus,In Service
162336,Scripps Mercy Hospital Chula Vista Campus,In Service
158566,Scripps Memorial Hospital Encinitas Campus,In Service
162402,Scripps Mercy Hospital Chula Vista Campus,In Service
173046,Scripps Memorial Hospital Encinitas Campus,In Service
166907,Scripps Mercy Hospital Chula Vista Campus,In Service
159760,Scripps Green Hospital Campus,In Service
160103,Scripps Memorial Hospital La Jolla Campus,In Service
160209,Scripps Memorial Hospital La Jolla Campus,In Service
159985,Scripps Green Hospital Campus,In Service
160309,Scripps Memorial Hospital La Jolla Campus,In Service
160405,Scripps Memorial Hospital La Jolla Campus,In Service
159489,Scripps Mercy Hospital San Diego Campus,In Service
160645,Scripps Memorial Hospital La Jolla Campus,In Service
159830,Scripps Clinics and Coastal Medical Centers,In Service
161304,Scripps Memorial Hospital La Jolla Campus,In Service
160612,Scripps Mercy Hospital San Diego Campus,In Service
161497,Scripps Memorial Hospital La Jolla Campus,In Service
161587,Scripps Memorial Hospital La Jolla Campus,In Service
169056,Scripps Mercy Hospital San Diego Campus,In Service
157703,Scripps Green Hospital Campus,In Service
160133,Scripps Memorial Hospital La Jolla Campus,In Service
160338,Scripps Memorial Hospital La Jolla Campus,In Service
160433,Scripps Memorial Hospital La Jolla Campus,In Service
161329,Scripps Memorial Hospital La Jolla Campus,In Service
168826,Scripps Memorial Hospital Encinitas Campus,In Service
162369,Scripps Mercy Hospital Chula Vista Campus,In Service
158598,Scripps Memorial Hospital Encinitas Campus,In Service
158672,Scripps Memorial Hospital Encinitas Campus,In Service
158826,Scripps Memorial Hospital Encinitas Campus,In Service
156660,Scripps Memorial Hospital Encinitas Campus,In Service
160507,Scripps Mercy Hospital San Diego Campus,In Service
160576,Scripps Mercy Hospital San Diego Campus,In Service
162253,Scripps Mercy Hospital Chula Vista Campus,In Service
160722,Scripps Mercy Hospital San Diego Campus,In Service
158549,Scripps Memorial Hospital Encinitas Campus,In Service
161543,Scripps Memorial Hospital La Jolla Campus,In Service
161639,Scripps Memorial Hospital La Jolla Campus,In Service
157657,Scripps Green Hospital Campus,In Service
157579,Scripps Clinics and Coastal Medical Centers,In Service
159472,Scripps Mercy Hospital San Diego Campus,In Service
159550,Scripps Mercy Hospital San Diego Campus,In Service
162127,Scripps Mercy Hospital Chula Vista Campus,In Service
160526,Scripps Mercy Hospital San Diego Campus,In Service
162196,Scripps Mercy Hospital Chula Vista Campus,In Service
160737,Scripps Mercy Hospital San Diego Campus,In Service
160740,Scripps Mercy Hospital San Diego Campus,In Service
161568,Scripps Corporate and Business Services,In Service
158635,Scripps Memorial Hospital Encinitas Campus,In Service
160892,Scripps Mercy Hospital San Diego Campus,In Service
166903,Scripps Mercy Hospital Chula Vista Campus,In Service
159871,Scripps Green Hospital Campus,In Service
161300,Scripps Memorial Hospital La Jolla Campus,In Service
161399,Scripps Memorial Hospital La Jolla Campus,In Service
160688,Scripps Mercy Hospital San Diego Campus,In Service
154891,Scripps Corporate and Business Services,In Service
158583,Scripps Memorial Hospital Encinitas Campus,In Service
160830,Scripps Mercy Hospital San Diego Campus,In Service
158731,Scripps Memorial Hospital Encinitas Campus,In Service
160129,Scripps Memorial Hospital La Jolla Campus,In Service
157602,Scripps Memorial Hospital La Jolla Campus,In Service
160334,Scripps Memorial Hospital La Jolla Campus,In Service
160429,Scripps Memorial Hospital La Jolla Campus,In Service
169049,Scripps Mercy Hospital San Diego Campus,In Service
172021,Scripps Memorial Hospital La Jolla Campus,In Service
172459,Scripps Memorial Hospital Encinitas Campus,In Service
161325,Scripps Memorial Hospital La Jolla Campus,In Service
160629,Scripps Mercy Hospital San Diego Campus,In Service
162301,Scripps Mercy Hospital Chula Vista Campus,In Service
161423,Scripps Memorial Hospital La Jolla Campus,In Service
160706,Scripps Mercy Hospital San Diego Campus,In Service
